3000693;Les Haies de la Conchée;Les Haies de la Conchee;;48.68761;-2.04749;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3000703;Les Haches;Les Haches;;48.63323;-2.18399;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3000813;Les Grands Cardinaux;Les Grands Cardinaux;;47.32325;-2.83163;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3000821;Les Grands Bois;Les Grands Bois;;45.15083;4.41473;V;FRST;FR;;98;;;;0;;1136;Europe/Paris;2011-09-11
3001000;Les Fourches;Les Fourches;;48.44416;-4.80425;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3001103;Les Évens;Les Evens;"Les Evans,Les Evens,Les Évens";47.24491;-2.38663;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3001107;Les Etocs;Les Etocs;"Etocs,Les Etocs";47.77107;-4.34085;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3001128;Les Essarts de Langrune;Les Essarts de Langrune;;49.34569;-0.37992;H;RF;FR;;99;;;;0;;-9999;Europe/Paris;1994-01-06
3001144;Les Escures;Les Escures;;44.93333;1.76667;P;PPL;FR;;B1;;;;0;;160;Europe/Paris;1994-01-06
3001151;En-Erran;En-Erran;"En-Erran,Les Errants";47.68538;-3.37683;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3001165;Le Sénéquet;Le Senequet;"Le Senequet,Le Sénéquet,Senequet";49.09156;-1.67058;T;RK;FR;;99;;;;0;;-9999;Europe/Paris;2012-01-18
3001168;Les Empereurs;Les Empereurs;;43.17142;5.39386;T;RKS;FR;;B8;;;;0;;-9999;Europe/Paris;2011-08-08
3001183;Le Secret;Le Secret;;48.66184;-2.80458;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3001195;Les Écarets;Les Ecarets;"Les Ecarets,Les Eearets,Les Écarets";48.66463;-2.35809;T;RKS;FR;;A2;;;;0;;20;Europe/Paris;2012-01-18
3001204;Les Duono;Les Duono;;48.88983;-3.13024;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3001206;Les Dunes;Les Dunes;"Dunes,Les Dunes";50.59309;1.58628;T;DUNE;FR;;B4;;;;0;;15;Europe/Paris;2012-01-18
3001228;Les Deux Frères;Les Deux Freres;"Les Deux Freres,Les Deux Frères,Les Duex Freres,Les Duex Frères";43.0482;5.86774;T;RKS;FR;;B8;;;;0;;-9999;Europe/Paris;2012-01-18
3001260;Les Cueillis;Les Cueillis;;47.63216;3.27828;P;PPL;FR;;B1;;;;0;;279;Europe/Paris;2011-10-09
3001283;Les Coussières;Les Coussieres;;46.40446;2.19061;P;PPL;FR;;B1;;;;0;;492;Europe/Paris;2006-04-30
3001287;Les Courtinais;Les Courtinais;;47.02399;0.94898;P;PPL;FR;;B2;;;;0;;126;Europe/Paris;1994-01-06
3001290;Les Courteaux;Les Courteaux;;50.65559;1.85497;P;PPL;FR;;B4;;;;0;;204;Europe/Paris;1994-01-06
3001321;Les Costan;Les Costan;;48.89077;-3.48422;H;RF;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3001325;Les Cornuds;Les Cornuds;;44.34836;5.0741;S;FRM;FR;;A7;;;;0;;341;Europe/Paris;2011-09-11
3001340;Les Coniers;Les Coniers;"Les Coniers,Les Cosniers";49.36667;-1.08333;P;PPL;FR;FR;B5;;;;0;;10;Europe/Paris;2012-01-18
3001344;Les Conches;Les Conches;;46.13333;-1.26667;P;PPL;FR;;B7;;;;0;;-9999;Europe/Paris;1994-01-06
3001428;Les Chiens Perrins;Les Chiens Perrins;"Chiens-Perrins,Les Chiens Perrins";46.72683;-2.41036;T;RKS;FR;;B5;;;;0;;1;Europe/Paris;2012-01-18
3001438;Les Chevaux;Les Chevaux;;47.04341;-2.36476;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2011-10-09
3001466;Les Cheminées;Les Cheminees;;48.65878;-2.10509;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3001467;Les Trois Cheminées;Les Trois Cheminees;"Les Cheminees,Les Cheminées,Les Trois Cheminees,Les Trois Cheminées";48.30612;-4.88115;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3001501;Les Chats;Les Chats;;47.61006;-3.4116;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3001563;Les Chambres;Les Chambres;;48.53333;-4.78333;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3001633;Les Calanques;Les Calanques;;43.2074;5.44334;L;CST;FR;;B8;;;;0;;177;Europe/Paris;2011-09-11
3001657;Les Buissons de Méaban;Les Buissons de Meaban;"Chaussee des Buissons-de-Meaban,Chaussée des Buissons-de-Meaban,Les Buissons de Meaban,Les Buissons de Méaban";47.5353;-2.95823;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3001723;Les Briquets;Les Briquets;;43.39335;-1.75175;T;RKS;FR;;97;;;;0;;-9999;Europe/Paris;2011-10-09
3001733;Les Bréquets;Les Brequets;;49.66334;-1.92779;H;SHOL;FR;;99;;;;0;;-9999;Europe/Paris;2011-10-09
3001765;Les Bouneaux;Les Bouneaux;;46.61667;1.6;P;PPL;FR;;B7;;;;0;;168;Europe/Paris;1994-01-06
3001866;Les Boeufs;Les Boeufs;;47.05;-2.01667;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;1994-01-06
3001867;Les Boeufs;Les Boeufs;;46.96892;-2.34644;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2011-10-09
3001893;Les Bisayers;Les Bisayers;;48.714;-3.92756;T;RKS;FR;;A2;;;;0;;1;Europe/Paris;1994-01-06
3001979;Les Bastresses;Les Bastresses;"Les Bastresses,Plateau des Bastresses";47.68333;-3.36667;H;RF;FR;FR;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3002011;Les Barges d'Olonne;Les Barges d'Olonne;"Barges d'Olonne,Les Barges d'Olonne";46.49672;-1.84431;H;RF;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3002025;Les Banquetiers;Les Banquetiers;;48.66245;-2.10015;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3002030;els Banys de la Presta;els Banys de la Presta;"La Preste les Bains,Les Bains,els Banys de la Presta,els banys";42.40766;2.4038;P;PPL;FR;FR;A9;66;661;66150;0;;1103;Europe/Paris;2012-02-27
3002110;Les Aspres;Les Aspres;"Aspres,Les Aspres";42.58333;2.65;T;MTS;FR;FR;A9;66;;;0;;488;Europe/Paris;2012-01-18
3002134;Les Ardilliers;Les Ardilliers;;46.91667;1.06667;P;PPL;FR;;B5;;;;0;;123;Europe/Paris;1994-01-06
3002160;Les Angles;Les Angles;"Les Angles,els Angles";42.57876;2.07394;P;PPL;FR;;A9;66;663;66004;645;;1668;Europe/Paris;2012-01-18
3002243;Le Sablais;Le Sablais;;46.68333;-1.93333;P;PPL;FR;;B5;;;;0;;5;Europe/Paris;1994-01-06
3002250;Pointe de Lervily;Pointe de Lervily;;47.99917;-4.56583;T;PT;FR;;A2;;;;0;;-2;Europe/Paris;1994-01-06
3002257;Le Ruolh;Le Ruolh;"Le Ruolh,Ruolh";47.68333;-3.95;T;RKS;FR;FR;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3002314;Le Rocha;Le Rocha;;46.23333;-1.35;H;SHOL;FR;;B7;;;;0;;-9999;Europe/Paris;1994-01-06
3002333;Îles de Lérins;Iles de Lerins;"Iles de Lerins,Îles de Lérins";43.51613;7.0482;T;ISLS;FR;;B8;;;;0;;7;Europe/Paris;2012-01-18
3002404;el Racó;el Raco;"Le Racou,Racou-Plage,el Raco,el Racó";42.53626;3.05654;P;PPL;FR;FR;A9;66;661;66008;0;;4;Europe/Paris;2012-02-27
3002574;Le Pont d'Yeu;Le Pont d'Yeu;"Le Pont d'Yeu,Pont d'Yeu";46.7576;-2.2342;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3002587;Le Pont d'Ardres;Le Pont d'Ardres;"Le Pont d'Ardres,Pont-d'Ardres";50.89245;1.97029;P;PPL;FR;;B4;;;;0;;4;Europe/Paris;2012-01-18
3002629;L'Époids;L'Epoids;"Epoids,L'Epoids,L'Epois,L'Époids,L'Épois,Époids";46.93372;-2.05823;P;PPL;FR;;B5;;;;0;;2;Europe/Paris;2012-01-18
3002891;Le Petit Ormeau;Le Petit Ormeau;;46.91667;-1.11667;H;RF;FR;;B7;;;;0;;86;Europe/Paris;1994-01-06
3002920;Le Petit Congloué;Le Petit Congloue;"Le Petit Congloue,Le Petit Congloué,Petit Congloue,Petit Congloué";43.17886;5.396;T;ISL;FR;;B8;;;;0;;-9999;Europe/Paris;2012-01-18
3002935;Le Petit Bey;Le Petit Bey;;48.67982;-2.03166;T;ISL;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3002955;el Pertús;el Pertus;"Le Perthus,el Pertus,el Pertús";42.4652;2.86237;P;PPL;FR;;A9;66;661;66137;571;;292;Europe/Paris;2011-11-02
3003004;Le Paurel;Le Paurel;;42.91528;3.01064;H;INLT;FR;;A9;;;;0;;19;Europe/Paris;2011-10-09
3003048;Pointe de L'Épail;Pointe de L'Epail;;48.86774;-1.83577;T;PT;FR;;99;;;;0;;-1;Europe/Paris;2011-10-09
3003055;Cap de Léoube;Cap de Leoube;"Cap de Leoube,Cap de Léoube,Pointe de Leoube,Pointe de Léoube";43.10994;6.29012;T;CAPE;FR;;B8;;;;0;;19;Europe/Paris;2012-01-18
3003080;Lentilla;Lentilla;;42.64832;2.50832;H;STM;FR;;A9;66;;;0;;235;Europe/Paris;2011-10-09
3003089;Canal de Lens;Canal de Lens;"Canal de Lens,Canal de Souchez";50.43314;2.85163;H;CNLN;FR;;B4;;;;0;;24;Europe/Paris;2012-01-18
3003112;Mont Lenla;Mont Lenla;Le Linleu;46.3109;6.839;T;MT;FR;;00;;;;0;2093;1503;Europe/Paris;2006-01-17
3003180;Le Mouster;Le Mouster;;48.6;4.26667;P;PPL;FR;;A2;;;;0;;126;Europe/Paris;1994-01-06
3003184;Le Mousseau;Le Mousseau;;47.21667;0.16667;P;PPL;FR;;B5;;;;0;;34;Europe/Paris;1994-01-06
3003468;Île Lemenez;Ile Lemenez;;48.77942;-2.95924;T;ISL;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3003527;Le Maumont;Le Maumont;"Le Maumont,Maumont";47.8075;4.98761;T;HLL;FR;;A1;;;;0;;443;Europe/Paris;2012-01-18
3003689;Le Lion de Mer;Le Lion de Mer;;43.40757;6.78255;T;RK;FR;;B8;;;;0;;-9999;Europe/Paris;2011-09-11
3003697;Le Libenter;Le Libenter;;48.62809;-4.62508;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3003768;Pointe de Leidé;Pointe de Leide;"Pointe de Leide,Pointe de Leidé,Pointe de Leyde,Pointe de Leydé";48.10884;-4.36142;T;PT;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3003786;Le Herpin;Le Herpin;"Le Herpin,Rocher Herpin";48.72089;-1.83023;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3003795;Le Havre;Le Havre;;49.51503;-1.28761;P;PPL;FR;;99;;;;0;;4;Europe/Paris;2011-10-09
3003803;Le Haut Plat;Le Haut Plat;;48.69924;-1.99045;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3003830;Le Haumet;Le Haumet;;48.65414;-2.0895;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3003851;Le Hameau;Le Hameau;;48.62699;0.84116;P;PPL;FR;;A7;;;;0;;229;Europe/Paris;1994-01-06
3003913;Le Greem;Le Greem;"Le Greem,Le Grem";48.56667;-4.75;H;RF;FR;FR;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3003937;Le Grand Trait;Le Grand Trait;;47.29684;-2.49312;H;FLTT;FR;;B5;;;;0;;-9999;Europe/Paris;1994-01-06
3003947;Le Grand Rocher;Le Grand Rocher;;47.5;-2.61694;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3003959;Le Grand Pourier;Le Grand Pourier;"Grand Pourier,Le Grand Pourier";48.67855;-2.48805;T;ISLS;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3003967;Le Grand Ormeau;Le Grand Ormeau;;45.93661;-1.13189;H;RF;FR;;B7;;;;0;;-9999;Europe/Paris;2011-10-09
3003971;Le Grand Moulin;Le Grand Moulin;"Grand Moulin,Le Grand Moulin";45.58853;0.5178;P;PPL;FR;;97;;;;0;;113;Europe/Paris;2012-01-18
3004015;Le Grand Congloué;Le Grand Congloue;"Grand Congloue,Grand Congloué,Le Grand Congloue,Le Grand Congloué";43.17598;5.40122;T;ISL;FR;;B8;;;;0;;-9999;Europe/Paris;2012-01-18
3004026;Le Grand Champ;Le Grand Champ;;46.73535;-2.39374;T;RK;FR;;B5;;;;0;;-9999;Europe/Paris;2011-10-09
3004050;Le Grand Bey;Le Grand Bey;"Ile du Grand Be,Le Grand Bey,Île du Grand Bé";48.68362;-2.04407;T;ISL;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3004077;Legonet;Legonet;;48.81667;-3.43333;T;ISL;FR;;A2;;;;0;;53;Europe/Paris;1994-01-06
3004195;Le Four;Le Four;;48.51667;-4.8;H;RF;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3004259;Le Felok;Le Felok;;47.81667;-4.38333;T;RK;FR;;A2;;;;0;;1;Europe/Paris;1994-01-06
3004309;Le Faix;Le Faix;;48.43333;-4.9;T;RKS;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3004336;Le Donon;Le Donon;Donon;48.51231;7.16536;T;MT;FR;FR;B2;;;;0;1008;992;Europe/Paris;2007-05-09
3004360;Lédénez Quéménès;Ledenez Quemenes;"Ledenes de Quemenes,Ledenez Quemenes,Lédénez Quéménès,Lédénès de Quémenes";48.38333;-4.9;T;ISL;FR;FR;A2;;;;0;;2;Europe/Paris;2012-01-18
3004361;Lédénès de Molène;Ledenes de Molene;"Grand Ledenes de Molene,Grand Lédenès de Molène,Ledenes de Molene,Lédénès de Molène";48.4;-4.95;T;ISL;FR;FR;A2;;;;0;;4;Europe/Paris;2012-01-18
3004363;Le Demi Banc;Le Demi Banc;;45.71667;-1.3;H;SHOL;FR;;B7;;;;0;;-9999;Europe/Paris;1994-01-06
3004374;Le Daouet;Le Daouet;;48.25426;-4.62177;T;RK;FR;;A2;;;;0;;29;Europe/Paris;2007-12-28
3004389;Le Crouzet;Le Crouzet;;45.10918;4.37725;P;PPL;FR;;B9;;;;0;;1022;Europe/Paris;2011-09-11
3004437;Baie des Lecques;Baie des Lecques;;43.1705;5.68494;H;BAY;FR;;B8;;;;0;;7;Europe/Paris;2011-09-11
3004486;Le Coudnay;Le Coudnay;"Le Coudnay,Le Coudray";48.83333;2.81667;P;PPL;FR;FR;A3;;;;0;;134;Europe/Paris;2012-01-18
3004500;Le Cornard;Le Cornard;;46.05589;-1.13356;H;RF;FR;;B7;;;;0;;-9999;Europe/Paris;2011-10-09
3004532;Le Colbart;Le Colbart;"Colbart,Le Colbart,The Ridge";50.88333;1.3;H;SHOL;FR;FR;00;;;;0;;-9999;Europe/Paris;2012-01-18
3004547;la Clusa d'Avall;la Clusa d'Avall;"La Cluse Basse,la Clusa d'Avall,la Clusa de Baix";42.49147;2.82881;P;PPL;FR;;A9;66;661;66063;221;;125;Europe/Paris;2011-11-02
3004566;Le Clipon;Le Clipon;;51.03333;2.21667;P;PPL;FR;;B4;;;;0;;2;Europe/Paris;1994-01-06
3004809;Le Cerf;Le Cerf;;48.87511;-3.50511;H;RF;FR;;A2;;;;0;;0;Europe/Paris;1994-01-06
3004816;Porto alla Leccia;Porto alla Leccia;"Leccia Cove,Porto alla Leccia";42.21667;8.56667;H;COVE;FR;FR;A5;;;;0;;-9999;Europe/Paris;2012-01-18
3005058;Le Bout-de-Bas;Le Bout-de-Bas;"Bout de Bas,Le Bout-de-Bas";50.3332;1.93885;P;PPL;FR;;B4;;;;0;;36;Europe/Paris;2012-01-18
3005069;Le Bouridel;Le Bouridel;;47.83426;-1.47266;P;PPL;FR;;A2;;;;0;;41;Europe/Paris;2011-10-09
3005102;el Voló;el Volo;"Le Boulou,el Volo,el Voló";42.52424;2.83336;P;PPL;FR;;A9;66;661;66024;4952;;87;Europe/Paris;2011-11-02
3005196;Le Bord des Ries;Le Bord des Ries;;50.33237;3.93757;L;FLD;FR;;B4;;;;0;;146;Europe/Paris;2009-01-20
3005337;Le Bavard;Le Bavard;"Le Bavard,Roche le Bavard";46.96155;-2.36641;T;RK;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3005364;Le Barcarès;Le Barcares;"Barcares-de-Saint-Laurent,Barcarès-de-Saint-Laurent,El Barcares,El Barcarès,Le Barcares,Le Barcarès";42.78773;3.03656;P;PPL;FR;;A9;66;662;66017;3831;;2;Europe/Paris;2013-12-06
3005392;Baie du Lazaret;Baie du Lazaret;"Baie du Lazaret,Rade du Lazaret";43.09;5.91289;H;BAY;FR;;B8;;;;0;;1;Europe/Paris;2012-01-18
3005415;Lay;Lay;"Lay,Le Lay Riviere,Le Lay Rivière,Riviere de Saint Benoit,Rivière de Saint Benoit";46.306;-1.27933;H;STM;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3005420;La Wattine;La Wattine;;50.75424;2.06449;P;PPL;FR;;B4;;;;0;;155;Europe/Paris;1994-01-06
3005608;La Vialette;La Vialette;;45.1;4.11667;P;PPL;FR;;B9;;;;0;;1038;Europe/Paris;1994-01-06
3005613;Îles Lavezzi;Iles Lavezzi;"Ile de Lavezzi,Iles Lavezzi,Île de Lavezzi,Îles Lavezzi";41.3411;9.25418;T;ISLS;FR;;A5;;;;0;;8;Europe/Paris;2012-01-18
3005703;La Vendette;La Vendette;;46.98476;-2.15197;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2011-10-09
3005721;Port de la Lave;Port de la Lave;;43.35;5.3;H;HBR;FR;;B8;;;;0;;-9999;Europe/Paris;1994-01-06
3005757;La Vasina;La Vasina;;42.75352;9.46667;P;PPL;FR;;A5;;;;0;;48;Europe/Paris;2011-08-08
3005781;La Vandrée;La Vandree;"Chaussee de la Vandree,Chaussée de la Vandrée,La Vandree,La Vandrée";48.25411;-4.803;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3005899;Golfe de Lava;Golfe de Lava;;41.98306;8.65742;H;BAY;FR;;A5;;;;0;;-9999;Europe/Paris;2011-08-08
3005964;Anse de Lauron;Anse de Lauron;;43.35404;5.02071;H;HBR;FR;;B8;;;;0;;17;Europe/Paris;2011-08-08
3005959;Bois de Lause;Bois de Lause;;43.66667;2.86667;V;FRST;FR;;B3;;;;0;;1144;Europe/Paris;1994-01-06
3006122;Pointe de la Latte;Pointe de la Latte;;48.66903;-2.28417;T;PT;FR;;A2;;;;0;;-9999;Europe/Paris;2008-11-14
3006124;La Truie;La Truie;;47.2;-2.21667;T;RK;FR;;B5;;;;0;;-9999;Europe/Paris;1994-01-06
3006209;Latour-de-France;Latour-de-France;"Latour,Latour-de-France";42.7679;2.65356;P;PPL;FR;;A9;66;662;66096;964;;113;Europe/Paris;2012-01-18
3006210;Latour-de-Carol;Latour-de-Carol;"XTE,la Tor de Querol";42.46494;1.88999;P;PPL;FR;;A9;66;663;66095;455;;1254;Europe/Paris;2007-04-16
3006215;Latour-Bas-Elne;Latour-Bas-Elne;"Latour,Latour-Bas-Elne,Tour-bas-Elne";42.60646;3.00201;P;PPL;FR;;A9;66;662;66094;1973;;10;Europe/Paris;2012-01-18
3006251;Puig Artigas;Puig Artigas;"La Tosa,Pic du Pas dels Lladres,Puig Artigas,Tosa du Pas dels Lladres";42.36667;2.1;T;PK;FR;ES;00;;;;0;;2329;Europe/Paris;2014-03-07
3006277;La Théoulle;La Theoulle;;44.81667;4.96667;P;PPL;FR;;98;;;;0;;171;Europe/Paris;1994-01-06
3006306;La Teignouse;La Teignouse;;47.45;-3.05;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3006407;les Illes;les Illes;"las Illas,les Illes";42.42542;2.78529;P;PPL;FR;FR;A9;66;661;66106;0;;541;Europe/Paris;2012-02-27
3006409;La Siège;La Siege;;48.31633;-4.89484;H;RF;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3006437;La Sellière;La Selliere;;48.90914;-1.80605;T;RK;FR;;99;;;;0;;-9999;Europe/Paris;2011-10-09
3006652;La Roussie;La Roussie;;50.6823;2.08747;S;FRM;FR;;B4;;;;0;;132;Europe/Paris;1994-01-06
3006701;la Roca d'Albera;la Roca d'Albera;"Laroque-des-Alberes,Laroque-des-Albères,la Roca d'Albera";42.5213;2.93374;P;PPL;FR;;A9;66;661;66093;2086;;110;Europe/Paris;2011-11-02
3006816;La Roche;La Roche;;48.08333;1.05;P;PPL;FR;;B5;;;;0;;172;Europe/Paris;1994-01-06
3006927;La Richemondière;La Richemondiere;;47.15;-2.23333;P;PPL;FR;;B5;;;;0;;8;Europe/Paris;1994-01-06
3006945;La Rhune;La Rhune;"La Rhune,Larrun,Mont Larroun,Rhune";43.30888;-1.63507;T;MT;FR;FR;00;;;;0;905;888;Europe/Paris;2010-11-28
3006962;Île du Large;Ile du Large;"Ile du Large,Isle de Large,Île du Large";49.49774;-1.14644;T;ISL;FR;;99;;;;0;;3;Europe/Paris;2012-01-18
3006967;La Revellata;La Revellata;"La Revellata,Pointe de Revellata";42.58201;8.72496;T;PT;FR;;A5;;;;0;;22;Europe/Paris;2012-01-18
3007010;La Redonne;La Redonne;"Ile Redonne,La Redonne,Île Redonne";43.05;6.1;T;ISL;FR;FR;B8;;;;0;;-9999;Europe/Paris;2012-01-18
3007025;Cap Lardier;Cap Lardier;;43.15972;6.62108;T;CAPE;FR;;B8;;;;0;;28;Europe/Paris;2011-09-11
3007026;Lardeyrol;Lardeyrol;;44.95923;4.24071;P;PPL;FR;;98;;;;0;;1181;Europe/Paris;2011-09-11
3007079;Pic de Laraille;Pic de Laraille;Pic de Larraille;42.87911;-0.69952;T;PK;FR;FR;00;;;;0;2147;2124;Europe/Paris;2007-01-03
3007105;Laquette;Laquette;"La Laquette Riviere,La Laquette Rivière,Laquette";50.64192;2.40748;H;STM;FR;;B4;;;;0;;22;Europe/Paris;2012-01-18
3007143;La Préoire;La Preoire;"La Preoire,La Préoire,Roches de la Preoire,Roches de la Préoire";47.00234;-2.13424;T;RKS;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3007295;Fort Lapin;Fort Lapin;;50.96009;1.81853;S;FT;FR;;B4;;;;0;;8;Europe/Paris;1994-01-06
3007299;La Pigeonie;La Pigeonie;;45.16667;0.53333;P;PPL;FR;;B1;;;;0;;132;Europe/Paris;1994-01-06
3007357;La Petite Île;La Petite Ile;;48.86607;-3.19685;T;ISL;FR;;A2;;;;0;;5;Europe/Paris;2008-01-13
3007417;Forêt de Lapazeuil;Foret de Lapazeuil;;42.67949;2.22389;V;FRST;FR;;A9;66;;;0;;1741;Europe/Paris;2011-10-09
3007428;La Parquette;La Parquette;;48.26667;-4.73333;T;RK;FR;;A2;;;;0;;-9999;Europe/Paris;1994-01-06
3007454;Saline de Lapalme;Saline de Lapalme;;45.96667;3.01667;H;MRSH;FR;;A9;;;;0;;704;Europe/Paris;1994-01-06
3007486;Pointe de Lanvéoc;Pointe de Lanveoc;;48.29461;-4.46071;T;PT;FR;;A2;;;;0;;1;Europe/Paris;2007-12-28
3007487;Fort de Lanvéoc;Fort de Lanveoc;;48.29347;-4.46199;S;FT;FR;;A2;;;;0;;41;Europe/Paris;2007-12-28
3007547;Lansac;Lansac;Lansac;42.76558;2.56064;P;PPL;FR;;A9;66;662;66092;86;;294;Europe/Paris;2012-01-18
3007565;Étang de Lanoux;Etang de Lanoux;;42.58806;1.903;H;LK;FR;;A9;66;;;0;;2179;Europe/Paris;2011-10-09
3007670;Région Languedoc-Roussillon;Region Languedoc-Roussillon;"Langdok-Rusijon,Languedoc-Rosellon,Languedoc-Rosellón,Languedoc-Roussillon,Languedoque-Rossilhao,Languedoque-Rossilhão,Langvedoko-Rusiljono,Langwedocja-Roussillon,Laungue-dOc-et-Rouossilloun,Lengadoc Rosselhon,Lengadoc-Rosselhon,Lengadòc Rosselhon,Lengadòc-Rosselhon,Lengouadoc-Rosselyon,Lenguadoc-Rosellon,Lenguadoc-Rosellón,Linguadoc-Rossellon,Linguadoca-Rossiglione,Linguadoca-Russigghiuni,Llenguadoc-Rossello,Llenguadoc-Rosselló,Septimania,lang ge duo ke-lu xi yong,lang-geudokeulusiyong,lngdwq-rwsywn,rangudokku=rushiyon de yu quan,Лангдок-Русијон,Лангедок — Руссильон,לנגדוק-רוסיון,ლანგედოკი-რუსილონი,ラングドック＝ルシヨン地域圏,朗格多克-鲁西永,랑그도크루시용";43.66667;3.16667;A;ADM1;FR;;A9;;;;2560870;;232;Europe/Paris;2010-09-17
3007683;Pic des Langounelles;Pic des Langounelles;Pic des Langounelles;42.61667;1.48333;T;PK;FR;;00;;;;0;;2539;Europe/Paris;2012-01-18
3007800;Ruisseau la Lane;Ruisseau la Lane;"La Lane Ruisseau,Le Lane Ruisseau,Ruisseau la Lane";47.26473;0.05406;H;STM;FR;;A3;;;;0;;24;Europe/Paris;2012-01-18
3007863;Île des Landes;Ile des Landes;;48.71173;-1.83664;T;ISL;FR;;A2;;;;0;;14;Europe/Paris;2011-10-09
3007875;Landerneau;Landerneau;"Elorn,L'Elorn,L'Élorn,Landerneau";48.38333;-4.43333;H;ESTY;FR;FR;A2;;;;0;;-9999;Europe/Paris;2012-01-18
3007879;Landemer;Landemer;;49.67758;-1.76275;P;PPL;FR;;99;;;;0;;27;Europe/Paris;2011-10-09
3007918;Baie de Lancieux;Baie de Lancieux;;48.59818;-2.17533;H;BAY;FR;;A2;;;;0;;-9999;Europe/Paris;2011-10-09
3008155;La Merrière;La Merriere;;48.46521;0.38726;P;PPL;FR;;99;;;;0;;158;Europe/Paris;2006-04-30
3008214;Forêt Lambert;Foret Lambert;;48.02661;4.67895;V;FRST;FR;;A4;;;;0;;300;Europe/Paris;1994-01-06
3008224;Plateau de la Lambarde;Plateau de la Lambarde;"La Lambarde,Plateau de la Lambarde";47.18035;-2.37309;H;SHOL;FR;;B5;;;;0;;-9999;Europe/Paris;2012-01-18
3008282;La Marliére;La Marliere;;50.73333;3.2;P;PPL;FR;;B4;;;;0;;29;Europe/Paris;1994-01-06
3008294;Île de la Maréchale;Ile de la Marechale;"Ile de la Marechale,La Marechale,La Maréchale,Île de la Maréchale";47.27262;-1.92108;T;ISL;FR;;B5;;;;0;;1;Europe/Paris;2012-01-18
3008310;Ribera de la Menera;Ribera de la Menera;Ribera de la Menera;42.4111;2.56737;H;STM;FR;FR;A9;66;;;0;;496;Europe/Paris;2008-03-20
3008311;la Menera;la Menera;"Lamanere,Lamanère,la Menera";42.36031;2.51954;P;PPL;FR;;A9;66;661;66091;63;;773;Europe/Paris;2011-11-02
3008452;L'Allier;L'Allier;;48.01667;1.21667;P;PPL;FR;;A2;;;;0;;144;Europe/Paris;1994-01-06
3008464;La Llagonne;La Llagonne;"La Llagone,La Llagonne,La Llaguna,La-Llagonn,QZG,la la gong,Ла-Ллагонн,拉拉贡";42.52625;2.1208;P;PPL;FR;;A9;66;663;66098;290;;1666;Europe/Paris;2012-01-18
